model linking_length pyfof_grp N clump_mass[Msol] com_x[kpc] com_y[kpc] com_z[kpc] max_r[kpc] clump_r_avg[kpc] r[kpc] avg_temp[K] avg_pressure[Pa] avg_nHden[cm^-3] vdist[km/s] entropy[K/(Msolkpc**3)**(2/3)]
GM3SI1 1.00 85 2 431443.68 -21.82 -9.11 40.61 0.20 0.20 46.99 16873.67 8541187.57 0.0000139044 1.26 899343323021110950232064.00
GM3SI1 1.00 86 3 650534.09 5.50 8.57 17.15 0.12 0.09 19.94 11102.17 34460617.63 0.0035800419 4.54 151378938008000796819456.00
GM3SI1 1.00 87 2 1056374.23 -9.19 9.77 11.34 0.29 0.16 17.56 11029.12 34591109.59 0.0037975638 4.69 147733641163550203314176.00
GM3SI1 1.00 88 2 506027.59 -12.29 9.29 17.04 0.11 0.09 22.97 11640.30 21447318.22 0.0008560391 8.98 244566663143812958781440.00
GM3SI1 1.00 89 2 467771.71 -5.66 7.38 19.50 0.19 0.14 21.60 12420.83 23446818.89 0.0008687440 5.44 256915984299538847367168.00
GM3SI1 1.00 90 3 717941.55 0.33 -25.68 51.64 0.46 0.34 57.67 18072.28 6359639.65 0.0000060591 8.40 1217989674468577600602112.00
GM3SI1 1.00 91 2 424302.73 -14.18 -47.70 8.56 0.19 0.19 50.50 20092.08 7134064.84 0.0000051431 10.24 1376958377031318691119104.00
GM3SI1 1.00 92 3 869305.81 3.75 25.01 23.26 0.51 0.29 34.36 12122.06 22202992.56 0.0008397575 7.45 255311125597700420009984.00
GM3SI1 1.00 93 2 492018.78 9.34 12.80 23.15 0.14 0.12 28.06 12458.30 18817952.97 0.0004224565 5.74 306572388481265924308992.00
GM3SI1 1.00 94 2 426283.40 0.03 16.28 17.84 0.14 0.14 24.15 11676.54 22667315.30 0.0009771667 4.82 235640001043780486561792.00
GM3SI1 1.00 95 2 684732.24 0.91 10.29 20.60 0.20 0.15 23.05 36577.63 88647136.89 0.0007095458 5.35 677340198966096262332416.00
GM3SI1 1.00 96 2 482588.99 6.09 11.45 20.17 0.09 0.08 23.98 12053.78 22477513.40 0.0008534890 5.00 251923833545382525140992.00
GM3SI1 1.00 97 2 432125.36 -5.53 19.33 23.54 0.08 0.07 30.96 12203.60 19112190.83 0.0004909913 3.92 292144462909769821192192.00
GM3SI1 1.00 98 2 427540.04 -11.85 10.46 25.05 0.18 0.18 29.62 12406.04 18400695.26 0.0003937977 1.95 309933837869665788887040.00
GM3SI1 1.00 99 2 438748.86 -3.96 13.78 37.77 0.04 0.04 40.40 14745.99 12901950.60 0.0000645655 1.26 540249303204945224269824.00
GM3SI1 1.00 100 3 609762.60 5.34 12.23 25.06 0.08 0.07 28.39 11705.61 20160703.13 0.0007060591 3.45 260209358727708476964864.00
GM3SI1 1.00 101 6 1304187.02 12.35 16.78 4.01 0.31 0.20 21.22 10986.89 36314967.44 0.0043600832 8.57 141134445576497680875520.00
GM3SI1 1.00 102 4 854496.16 5.46 16.79 1.22 0.13 0.07 17.70 11986.30 37111929.80 0.0033468353 3.90 165404838470926307688448.00
GM3SI1 1.00 103 5 1297047.32 11.18 8.33 9.81 0.34 0.26 17.05 10251.13 62524653.48 0.0176058073 17.28 74730923180026773897216.00
GM3SI1 1.00 104 3 776086.27 8.20 8.37 9.69 0.39 0.25 15.21 67859.14 582320649.13 0.0120493021 10.01 543754878662446382317568.00
GM3SI1 1.00 105 2 765061.04 11.34 5.55 10.33 0.07 0.05 16.32 10562.87 47263521.93 0.0107310283 3.71 98498948916623450308608.00
GM3SI1 1.00 106 3 1094962.64 12.04 7.89 11.08 0.54 0.34 18.16 74617.09 462036677.68 0.0085906061 7.47 745959939101041599971328.00
GM3SI1 1.00 107 4 823926.75 8.92 6.57 13.59 0.20 0.12 17.53 10410.24 46316133.51 0.0105177802 6.26 98146887835569008672768.00
GM3SI1 1.00 108 2 555676.05 8.57 6.21 10.81 0.14 0.12 15.13 10323.67 79833511.20 0.0251198543 0.81 62215473918191312306176.00
